WKT,osm_id,name,access,addr.city,addr.city.en,addr.city.simc,addr.country,addr.floor,addr.housename,addr.housenumber,addr.postcode,addr.street,addr.suburb,air_conditioning,amenity,atm,barrier,board_type,brand,brand.wikidata,brand.wikipedia,cash_in,check_date,check_date.diet.gluten_free,check_date.opening_hours,covered,currency.PLN,diet.gluten_free,door,email,entrance,fee,fee.conditional,information,internet_access,level,material,name.be,name.en,name.ja,name.pl,name.ru,network,opening_hours,operator,operator.wikidata,organic,parking,payment.blik,payment.cash,payment.contactless,payment.credit_cards,payment.debit_cards,payment.diners_club,payment.maestro,payment.mastercard,payment.sodexo,payment.v_pay,payment.visa,payment.visa_debit,payment.visa_electron,pets_allowed,phone,ref,roof.levels,shop,source,source.addr,source.note,start_date,stroller,toilets.wheelchair,tourism,website,wheelchair,wheelchair.description,wikipedia,nazwa_dzie,supermarket
"POINT (20.9600108 52.2719233)","11662532267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9600442 52.2719196)","11662532268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9600456 52.2719255)","11662535969",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9600963 52.2720916)","11662535970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9600976 52.2720978)","11662535971",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9600547 52.2721028)","11662535972",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9600527 52.2720967)","11662535973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9313868 52.3052501)","12259660731",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9314214 52.3052288)","12259660732",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9317315 52.305389)","12259660733",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9317015 52.3053698)","12259660734",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9318634 52.3055813)","12259660737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9319186 52.305585)","12259660738",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9318225 52.3056418)","12259660739",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9317964 52.3056936)","12259660740",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9318522 52.305662)","12259660741",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9317683 52.3056749)","12259660742",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.931728 52.3056632)","12259660743",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9317618 52.3054167)","12259660769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9309346 52.3053946)","12259660777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9309341 52.3053993)","12259666948",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9314261 52.3052314)","12259666953",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9315676 52.3057578)","12569816450",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9315943 52.3057422)","12569816453",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9316214 52.3057263)","12569816454",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9316482 52.3057105)","12569816456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9316761 52.3056941)","12569816459",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9315411 52.3057733)","12569816460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9314521 52.3052477)","12569816550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9315034 52.30528)","12569816551",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9314775 52.3052637)","12569816552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9311965 52.3052406)","12580467029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9312345 52.3052642)","12580467033",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,shop,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9316706 52.3053871)","12580467034",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9316861 52.3053785)","12580467039",,permit,,,,,,,,,,,,,,,,,,,,,,,,,,,,staircase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9391307 52.3250484)","1342155347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9394793 52.3250877)","1342155383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9391705 52.3249976)","1342155385",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9387269 52.3253576)","1342155435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9388458 52.3252054)","1342155578",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9391679 52.3254863)","1342155683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9389104 52.3252242)","1342155696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9633654 52.3357186)","1558577912",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9630788 52.3358649)","2025270311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9390632 52.3250287)","2522970301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9460273 52.331462)","2582790733",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9458473 52.3316726)","2582790924",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9465483 52.3317492)","2582790973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9462979 52.3319196)","2582791056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9631412 52.3358392)","2599613158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9636577 52.3358536)","2599613163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9631101 52.3358552)","2599613165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.963596 52.3358854)","2599613167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9638308 52.3359787)","2599613169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9634898 52.3361547)","2599613170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0516347 52.3177039)","3130268820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0522381 52.3176965)","3130268821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0515679 52.3179224)","3130268932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0522008 52.3179563)","3130268933",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0681668 52.3196066)","3250297465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0681283 52.3198902)","3250297468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0678585 52.3198336)","4537351746",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.067851 52.3198817)","4537351747",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0675277 52.319576)","4537401983",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0675021 52.3198189)","4537401984",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0519912 52.317723)","4570020655",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0519968 52.3176836)","4570020656",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0621269 52.3158224)","5380275103",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,Mo-Su 06:00-23:30,,,,,,,,,,,,,,,,,,,,"3186",,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,3186",,,,Białołęka,Biedronka
"POINT (20.946227 52.3318807)","5566268113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0299445 52.2999202)","5954784686",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0301016 52.2996961)","5954784687",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0294578 52.2995273)","5954784688",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0292259 52.2997128)","5954784690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0292782 52.2996381)","5954784691",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0293643 52.2996607)","5954784692",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9629124 52.3191061)","6052608020",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,Mo-Su 06:00-23:30,,,,,,,,,,,,,,,,,,,,"2994",,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2994",,,,Białołęka,Biedronka
"POINT (20.9452394 52.3500746)","7018937069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9455048 52.3501575)","7018937070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9451413 52.3505916)","7018937071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.029863 52.2998798)","7198644012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0298517 52.2998959)","7198644013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0516267 52.3177596)","7796484354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0515915 52.3177577)","7796484355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.945061 52.350505)","8637635624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9449167 52.35046)","8637635625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9450203 52.3505538)","8637635626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9533485 52.3444361)","8758552050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9534285 52.3445134)","8758552065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9533118 52.3447083)","8758552113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9538879 52.3448741)","8758552125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9536175 52.34495)","8758552167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9538297 52.3449016)","8758552219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9531717 52.3445189)","8758552268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.953816 52.3449082)","8758552282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9532584 52.3447334)","8758552322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9538021 52.3448054)","8758552335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9537797 52.3449253)","8758552377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9533199 52.344792)","8758552522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.953116 52.344545)","8758552569",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9538128 52.3449056)","8758552582",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9533314 52.3447861)","8758552618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9534341 52.3445108)","8758552632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.953158 52.3445817)","8758552675",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9535486 52.3449605)","8758552731",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9538265 52.344899)","8758552790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9744479 52.3188293)","8761129121",Biedronka,,Warszawa,,,,,,158C,03-170,Modlińska,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,,,,,,,,,,,,,,,Mo-Sa 06:00-23:30,Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,37",,,,Białołęka,Biedronka
"POINT (21.0443509 52.3606772)","8894492192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0447642 52.360803)","8894492193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0444658 52.3611687)","8894492194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0442684 52.3611087)","8894492195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0443156 52.3610509)","8894492196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (21.0440996 52.3609852)","8894492197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9633235 52.3360344)","9159675832",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9633175 52.3360375)","9159675833",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9630967 52.3358621)","9159675834",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9630914 52.3358583)","9159675835",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9632436 52.3357814)","9159675836",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9632419 52.3357802)","9159675837",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9631534 52.3358258)","9159675838",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
"POINT (20.9631591 52.3358299)","9159675839",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Biedronka
